name,ticker,status,market,dividend_group,dividend_amount,dividend_annual_amount,dividend_yield_pct,last_dividend_date,next_dividend_estimate,dividend_frequency_days,dividend_summary,etf_nav,etf_premium_pct,etf_summary,etf_now_source_date,etf_now_signal,etf_now_return_pct,etf_now_buy_price,etf_now_buy_date,etf_now_summary,etf_holdings_source,etf_holdings_source_date,etf_holdings_count,etf_holdings_top,etf_holdings_weighted_move_pct,etf_holdings_summary,spacex_listing_status,spacex_market_cap_estimate,spacex_shares_outstanding_estimate,spacex_float_shares_estimate,spacex_ipo_return_pct,spacex_ipo_risk,preopen_score,preopen_summary,intraday_1m_score,intraday_1m_trend,intraday_1m_summary,ai_label,ai_score,ai_reason,sector,label,action,action_reason,score,raw_score,technical_score,volume_score,flow_score,news_score,market_score,risk,overheated,chase_risk,market_regime,market_risk,price,daily_close,price_source,change_source,price_drift_pct,change_pct,gap_pct,volume_ratio,trade_value_ratio,liquidity_confirmed,trade_value,rsi,macd_bullish,atr_pct,patterns,reasons,risks,flow,flow_status,foreign_net,institution_net,news,news_source,news_one_line,news_strength,headlines,data_sources,sector_score,sector_risk,sector_summary,mobile_intel_generated_at,mobile_today_score,mobile_ai_explain,mobile_lead_signal,mobile_missed_signal,mobile_risk_signal,mobile_breaking_signal,mobile_sector_rotation,mobile_market_risk,mobile_capital_flow,mobile_theme_link,mobile_position_ai,mobile_sector_keywords,mobile_news_price_forecast,mobile_news_impact_label,mobile_news_impact_score,mobile_news_confidence,mobile_news_basis,mobile_news_similar,mobile_news_expectation,mobile_news_impact_summary,mobile_news_learned_keywords,mobile_news_focus,mobile_news_v2_strength,mobile_news_v2_duration,mobile_news_v2_market_reaction,mobile_news_v2_positive_factors,mobile_news_v2_negative_factors,mobile_news_v2_short_effect,mobile_news_v2_mid_effect,mobile_news_v2_long_effect,mobile_news_v2_sector_impact,mobile_news_v2_lead_status,mobile_news_v2_core_signal,mobile_news_v2_final_signal,mobile_news_v2_confidence_grade,mobile_news_v2_policy_flags,mobile_news_grade,mobile_news_type,mobile_news_good_score,mobile_news_bad_score,mobile_news_impact_strength_label,mobile_news_leading_detection,mobile_trendline_anchor_date,mobile_trendline_anchor_price,mobile_trendline_up,mobile_trendline_down,mobile_trendline_status
GE Aerospace,GE,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,대기,,AI 관망,48,지금은 확실한 우위가 부족합니다.,미장/항공,👍 관심,⏳ 눌림 대기,이미 오른 구간이라 추격 금지,76,81.0,61.0,0.0,0.0,14.0,6.0,5.0,False,True,중립장,5.0,357.03,357.03,fast_quote,calculated,0.0,1.51,0.11,0.78,0.85,False,1318503573.0,69.8,True,3.13,일반 모멘텀,"추세 상승, 20일 고점 돌파, RSI 건강 구간, MACD 상승, 건전한 갭 상승, 뉴스 키워드: 강한 호재: 계약 / 보통 호재: 투자 / 약한 호재: 확대, 상승",매수 확인 부족: 거래량 0.78x / 거래대금 0.85x,수급 확인 불가,no_code,0.0,0.0,"강한 호재: 계약 / 보통 호재: 투자 / 약한 호재: 확대, 상승",google_news,호재 뉴스: 해외 종목: 해외 주요 뉴스 (2026-06-14),strong,해외 종목: 해외 주요 뉴스 (2026-06-14) | 제너럴 일렉트릭(GE)이 마이크로소프트 간부를 영입하고 항공우주 분야 파트너십을 확대함에 따라 투자자들의 반응은 어떠한가 - simplywall.st (2026-06-13),"yahoo_daily, fast_quote, news:google_news, flow:no_code",0.0,0.0,중립,2026-06-17 22:05:20 PDT,96,"우선 감시 · 추격 부담 낮음 · 강한 호재: 계약 / 보통 호재: 투자 / 약한 호재: 확대, 상승 호재 뉴스: 해외 종목: 해외 주요 뉴스 (2026-06-",선행 신호 대기,놓침 위험 낮음,시장 방어장 · 신규 매수는 작게,급변 신호 없음,"항공 흐름 · 평균 +0.35% · 거래량 0.8배 · 대표 GE Aerospace, Boeing",방어장 · 평균 -0.56% · 하락비중 64% · 현금 비중 높게,수급 확인 불가,우주항공 → 위성 → 통신장비 → 소재,기준 현재가 357 · 손절 참고 346 · 1차 익절 참고 371,섹터 최대 호재: 계약,호재 영향 예상: +2.9~+5.3% (360.56 USD 부근까지 시도) · 이탈 기준 335.41 USD · 최초예측 고정 342 기준,약한 호재,21,70,"계약 체결, 과거 유사 사례 반영",계약 유사 692건 · 평균 -1.0%,단기 긍정 반응 가능성 있음,"약한 호재 · 영향도 +21 · 신뢰도 70% · 근거: 계약 체결, 과거 유사 사례 반영 · 유사사례: 계약 유사 692건 · 평균 -1.0%","보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","강한 호재: 계약 / 보통 호재: 투자 / 약한 호재: 확대, 상승 호재 뉴스: 해외 종목: 해외 주요 뉴스 (2026-06-14) 해외 종목: 해외 주요 뉴스 (2026-06-14) | 제너럴 일렉트릭(GE)이 마이크로소프트 간부를 영입하고 항공우주 분야 파트너십을 확대함에 따라 투자자들의 반응은 어떠한가 - simplywall.st (2026-06-13) · 섹터 최대 호재: 계약",2,단기 (1일~1개월),긍정적,계약 체결,뚜렷한 악재 요인 제한,2,1,0,미장/항공 관련 이벤트는 감지됐지만 섹터 전체 확산은 추가 거래량 확인이 필요합니다.,미반영 가능성 높음,A등급/원인 뉴스 · 약한 호재 · 긍정적 · 미반영 가능성 높음 · 계약 체결 / 과거 유사 사례 반영,관망,B,우주 산업 투자,A,원인 뉴스,23,0,보통,미장/항공: 정책/수급/공급망 후행주 탐색 우선 · 1주~1개월 주도 가능성 확인,2026-06-17,357.03,362.4901,352.56,당일 고정
동진쎄미켐,005290.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,1분봉 데이터 부족,0.0,대기,1분봉 데이터 부족,AI 관망,52,지금은 확실한 우위가 부족합니다.,반도체소재,👀 관찰,👀 관찰,조건 일부 충족,70,90.0,64.0,20.0,0.0,0.0,6.0,20.0,False,False,중립장,5.0,63400.0,64500.0,naver_realtime,naver_realtime_calculated,-1.71,5.14,1.16,1.99,2.15,True,138084692800.0,54.0,True,9.28,"눌림 후 재상승, 거래량 폭발","추세 상승, 눌림 후 재상승, 거래량/거래대금 폭발(2.0x/2.1x), RSI 건강 구간, MACD 상승, 건전한 갭 상승","변동성 과다, 뉴스 호재 강도 약함",수급 수집 실패,unavailable,0.0,0.0,약한 호재: 상승,google_news,"호재 뉴스: 동진쎄미켐 주가, 갑작스런 상승세... 왜? (2026-06-17)",weak,"동진쎄미켐 주가, 갑작스런 상승세... 왜? (2026-06-17) | 특징주, 동진쎄미켐-반도체 재료/부품 테마 상승세에 9.58% ↑ (2026-06-11)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-06-17 22:05:20 PDT,77,"관심 · 거래량 2.0배 · 추격 부담 높음 · 약한 호재: 상승 호재 뉴스: 동진쎄미켐 주가, 갑작스런 상승세... 왜? (2026-06-17) 동진쎄미켐 주가, 갑작스런 ","조용한 자금 후보 · ok · 점수 34 · 10만원 이하(61,300원) / 초기 RSI 53.8 / 뉴스 트리거 투자, 실적, 계약",놓침 위험 낮음,시장 방어장 · 신규 매수는 작게,뉴스+거래량 동시 감지,"반도체소재 흐름 · 평균 +5.36% · 거래량 1.8배 · 대표 동진쎄미켐, 원익머트리얼즈",방어장 · 평균 -1.99% · 하락비중 74% · 현금 비중 높게,수급 수집 실패,AI/반도체 → 전력 → 냉각 → 데이터센터 → 광통신,"기준 현재가 63,400 · 손절 참고 57,516 · 1차 익절 참고 70,754","최대 호재: HBM 수주, 엔비디아 공급, 장비 발주, 수율 개선 / 최대 악재: 어닝 쇼크, 컨센서스 하회, 수출 통제, 재고 급증","호재 영향 예상: +4.6~+8.3% (68,691원 부근까지 시도) · 이탈 기준 60,752원 · 최초예측 고정 63,400 기준",중립,3,45,"결과 뉴스 - 원인 확인 필요, 거래량 동반",결과 뉴스라 과거 사례 가중치 제외,가격 반응 확인 전까지 중립,"중립 · 영향도 +3 · 신뢰도 45% · 근거: 결과 뉴스 - 원인 확인 필요, 거래량 동반 · 유사사례: 결과 뉴스라 과거 사례 가중치 제외","보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","약한 호재: 상승 호재 뉴스: 동진쎄미켐 주가, 갑작스런 상승세... 왜? (2026-06-17) 동진쎄미켐 주가, 갑작스런 상승세... 왜? (2026-06-17) | 특징주, 동진쎄미켐-반도체 재료/부품 테마 상승세에 9.58% ↑ (2026-06-11) · 최대 호재: HBM 수주, 엔비디아 공급, 장비 발주, 수율 개선 / 최대 악재: 어닝 쇼크, 컨센서스 하회, 수출 통제, 재고 급증",0,단기 (1일~1개월),보통,뚜렷한 호재 요인 제한,뚜렷한 악재 요인 제한,0,0,0,반도체소재 영향은 아직 제한적입니다.,이미 반영,C등급/결과 뉴스 · 중립 · 보통 · 이미 반영 · 결과 뉴스 - 원인 확인 필요 / 거래량 동반,관망,C,특별 매크로/정책 항목 없음,C,결과 뉴스,0,0,매우 낮음,반도체소재: 결과 뉴스라 신규 진입 신호로 보지 않고 원인 뉴스/공시 재확인,2026-06-17,63400.0,66308.2848,61046.592,당일 고정
한화생명,088350.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 -0.18%,0.0,중립,1분봉 중립 · 장중 -3.53% · 최근 -0.18%,AI 관심,75,조건은 일부 괜찮지만 바로 매수보다 가격 위치 확인이 필요합니다.,보험/저PBR,👀 관찰,👀 관찰,조건 일부 충족,70,90.0,64.0,20.0,0.0,0.0,6.0,20.0,False,False,중립장,5.0,5460.0,5700.0,naver_realtime,naver_realtime_calculated,-4.21,-1.62,1.62,3.53,3.63,True,168901425420.0,61.2,True,6.94,"눌림 후 재상승, 거래량 폭발","추세 상승, 눌림 후 재상승, 거래량/거래대금 폭발(3.5x/3.6x), RSI 건강 구간, MACD 상승, 건전한 갭 상승",변동성 과다,수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,관련 뉴스: [Who Is ?] 김동원 한화생명보험 최고글로벌책임자 사장 (2026-06-18),none,[Who Is ?] 김동원 한화생명보험 최고글로벌책임자 사장 (2026-06-18),"naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-06-17 22:05:20 PDT,77,"관심 · 거래량 3.5배 · 악재 · [한화 보험코어 제재]②""사업조직 조기 축소가 원인"" - 네이트 · 2026-06-17",선행 신호 대기,놓칠 가능성 높음,시장 방어장 · 신규 매수는 작게,뉴스+거래량 동시 감지,"보험/저PBR 흐름 · 평균 -0.69% · 거래량 2.0배 · 대표 한화생명, 현대해상",방어장 · 평균 -1.99% · 하락비중 74% · 현금 비중 높게,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 5,460 · 손절 참고 5,081 · 1차 익절 참고 5,934","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","악재 영향 예상: -6.3~-11.4% (4,840원 부근까지 경계) · 회복 기준 5,631원 돌파 · 최초예측 고정 5,460 기준",약한 악재,-43,78,"제재 리스크, 거래량 동반",제재 유사 4건 · 평균 -0.3%,단기 변동성/하락 압력 주의,"약한 악재 · 영향도 -43 · 신뢰도 78% · 근거: 제재 리스크, 거래량 동반 · 유사사례: 제재 유사 4건 · 평균 -0.3%","보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","악재 · [한화 보험코어 제재]②""사업조직 조기 축소가 원인"" - 네이트 · 2026-06-17 · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",4,단기 (1일~1개월),부정적,뚜렷한 호재 요인 제한,제재 리스크,-4,-2,-1,보험/저PBR 전반에 리스크 프리미엄이 붙을 수 있어 같은 테마 종목도 변동성 확대를 경계합니다.,이미 반영,A등급/원인 뉴스 · 약한 악재 · 부정적 · 이미 반영 · 제재 리스크 / 거래량 동반,주의,A,정책 리스크,A,원인 뉴스,0,31,보통,보험/저PBR: 악재 확산 가능성 확인 · 동종 업계 리스크 전이 주의,2026-06-17,5460.0,5630.5158,5301.3542,당일 고정
한국콜마,161890.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +1.15%,10.0,양호,1분봉 양호 · 장중 +1.15% · 최근 -0.56%,AI 관심,81,조건은 일부 괜찮지만 바로 매수보다 가격 위치 확인이 필요합니다.,화장품,👍 관심,👀 관찰,조건 일부 충족,69,74.0,56.0,12.0,0.0,0.0,6.0,5.0,False,False,중립장,5.0,87300.0,88400.0,naver_realtime,naver_realtime_calculated,-1.24,1.87,2.68,1.45,1.47,True,24993553500.0,53.9,True,5.47,일반 모멘텀,"추세 상승, 거래량 증가(1.4x), RSI 건강 구간, MACD 상승, 건전한 갭 상승, 1분봉 양호 · 장중 +1.15% · 최근 -0.56%",-,수급 수집 실패,unavailable,0.0,0.0,오늘 기준 관련 뉴스 없음,none,오늘 기준 회사 관련 뉴스 없음 · 엉뚱한 뉴스는 제외,none,-,"naver_daily, naver_realtime, news:none, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-06-17 22:05:20 PDT,66,"관심 · 거래량 1.4배 · 추격 부담 낮음 · 중립 · 한국콜마까지 베팅…더에스엠씨, 200억 프리IPO 투자 유치 - 네이트 · 2026-06-17",선행 탐지 · 아직 덜 올랐고 거래량 1.4배가 먼저 붙는 중,놓침 위험 낮음,시장 방어장 · 신규 매수는 작게,급변 신호 없음,"화장품 흐름 · 평균 -1.10% · 거래량 0.9배 · 대표 한국콜마, 코스맥스, 브이티",방어장 · 평균 -1.99% · 하락비중 74% · 현금 비중 높게,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 87,300 · 손절 참고 82,525 · 1차 익절 참고 93,269","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,중립,2,45,뚜렷한 방향성 키워드 부족,과거 유사 사례 부족,가격 반응 확인 전까지 중립,중립 · 영향도 +2 · 신뢰도 45% · 근거: 뚜렷한 방향성 키워드 부족 · 유사사례: 과거 유사 사례 부족,"보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","중립 · 한국콜마까지 베팅…더에스엠씨, 200억 프리IPO 투자 유치 - 네이트 · 2026-06-17 · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",0,단기 (1일~1개월),보통,뚜렷한 호재 요인 제한,뚜렷한 악재 요인 제한,0,0,0,화장품 영향은 아직 제한적입니다.,일부 반영,C등급/원인 확인 필요 · 중립 · 보통 · 일부 반영 · 뚜렷한 방향성 키워드 부족,관망,C,특별 매크로/정책 항목 없음,C,원인 확인 필요,0,0,매우 낮음,화장품: 선행성 낮음 · 원인 뉴스 추가 확인 필요,2026-06-17,87300.0,89361.2403,85389.876,당일 고정
대한항공,003490.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +1.58%,16.0,강함,1분봉 강함 · 장중 +1.58% · 최근 +0.87% · 거래 0.8배,AI 관망,53,지금은 확실한 우위가 부족합니다.,항공,👀 관찰,👀 관찰,조건 일부 충족,67,82.0,76.0,0.0,0.0,0.0,6.0,15.0,False,False,중립장,5.0,28800.0,28800.0,naver_realtime,naver_realtime_calculated,0.0,-1.71,0.34,0.79,0.83,False,60351033600.0,58.1,True,5.08,눌림 후 재상승,"추세 상승, 눌림 후 재상승, RSI 건강 구간, MACD 상승, 건전한 갭 상승, 1분봉 강함 · 장중 +1.58% · 최근 +0.87% · 거래 0.8배","뉴스 리스크: 악재: 하락, 매수 확인 부족: 거래량 0.79x / 거래대금 0.83x, 항공 섹터 약세",수급 수집 실패,unavailable,0.0,0.0,악재: 하락,google_news,"악재 뉴스: 대한항공, 통합 LCC 밑작업…“변수는 합병비율” (2026-06-16)",none,"대한항공, 통합 LCC 밑작업…“변수는 합병비율” (2026-06-16) | 화물 운임 덕 봤는데...대한항공, 종전 호재에도 ＇고민＇ (2026-06-16)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,6.0,항공 섹터 약세,2026-06-17 22:05:20 PDT,37,"관망 · 중립 · 대한항공, 스타트업 박람회 '넥스트라이즈' 참가…첨단 항공기술 소개 - 머니투데이 - 머니투데이 · 2026-06-1",선행 신호 대기,놓침 위험 낮음,시장 방어장 · 신규 매수는 작게,급변 신호 없음,"항공 흐름 · 평균 -2.37% · 거래량 0.6배 · 대표 대한항공, 아시아나항공, 진에어",방어장 · 평균 -1.99% · 하락비중 74% · 현금 비중 높게,수급 수집 실패,우주항공 → 위성 → 통신장비 → 소재,"기준 현재가 28,800 · 손절 참고 27,337 · 1차 익절 참고 30,629","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","악재 영향 예상: -3.2~-5.8% (27,118원 부근까지 경계) · 회복 기준 29,458원 돌파 · 최초예측 고정 28,800 기준",중립,0,45,뚜렷한 방향성 키워드 부족,과거 유사 사례 부족,가격 반응 확인 전까지 중립,중립 · 영향도 +0 · 신뢰도 45% · 근거: 뚜렷한 방향성 키워드 부족 · 유사사례: 과거 유사 사례 부족,"보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","중립 · 대한항공, 스타트업 박람회 '넥스트라이즈' 참가…첨단 항공기술 소개 - 머니투데이 - 머니투데이 · 2026-06-17 · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",0,단기 (1일~1개월),보통,뚜렷한 호재 요인 제한,뚜렷한 악재 요인 제한,0,0,0,항공 영향은 아직 제한적입니다.,일부 반영,C등급/원인 확인 필요 · 중립 · 보통 · 일부 반영 · 뚜렷한 방향성 키워드 부족,관망,C,특별 매크로/정책 항목 없음,C,원인 확인 필요,0,0,매우 낮음,항공: 선행성 낮음 · 원인 뉴스 추가 확인 필요,2026-06-17,28800.0,29386.368,28175.3856,당일 고정
Caterpillar,CAT,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,대기,,AI 관망,48,지금은 확실한 우위가 부족합니다.,미장/산업재,👍 관심,👀 관찰,조건 일부 충족,62,67.0,61.0,0.0,0.0,0.0,6.0,5.0,False,True,중립장,5.0,955.92,955.92,fast_quote,calculated,0.0,1.11,1.22,0.82,0.86,True,2145667552.0,61.2,True,3.8,일반 모멘텀,"추세 상승, 20일 고점 돌파, RSI 건강 구간, MACD 상승, 건전한 갭 상승",뉴스 호재 강도 약함,수급 확인 불가,no_code,0.0,0.0,약한 호재: 상승,google_news,호재 뉴스: 해외 종목: 실적/가이던스 이슈 (2026-06-15),weak,해외 종목: 실적/가이던스 이슈 (2026-06-15) | Caterpillar Inc (CAT) 주식 움직였습니다 상승 3.99%에 6월11일: 어떤 신호인가요? (2026-06-12),"yahoo_daily, fast_quote, news:google_news, flow:no_code",0.0,0.0,중립,2026-06-17 22:05:20 PDT,74,관심 · 추격 부담 낮음 · 약한 호재: 상승 호재 뉴스: 해외 종목: 실적/가이던스 이슈 (2026-06-15) 해외 종목: 실적/가이던스 이슈 (202,선행 신호 대기,놓침 위험 낮음,시장 방어장 · 신규 매수는 작게,급변 신호 없음,"산업재 흐름 · 평균 -0.25% · 거래량 0.8배 · 대표 Caterpillar, Honeywell, 3M",방어장 · 평균 -0.56% · 하락비중 64% · 현금 비중 높게,수급 확인 불가,대표 테마 연결 대기,"기준 현재가 956 · 손절 참고 920 · 1차 익절 참고 1,001","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",호재 영향 예상: +2.0~+3.2% (963.82 USD 부근까지 시도) · 이탈 기준 915.25 USD · 최초예측 고정 934 기준,중립,0,45,뚜렷한 방향성 키워드 부족,과거 유사 사례 부족,가격 반응 확인 전까지 중립,중립 · 영향도 +0 · 신뢰도 45% · 근거: 뚜렷한 방향성 키워드 부족 · 유사사례: 과거 유사 사례 부족,"보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","약한 호재: 상승 호재 뉴스: 해외 종목: 실적/가이던스 이슈 (2026-06-15) 해외 종목: 실적/가이던스 이슈 (2026-06-15) | Caterpillar Inc (CAT) 주식 움직였습니다 상승 3.99%에 6월11일: 어떤 신호인가요? (2026-06-12) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",0,단기 (1일~1개월),보통,뚜렷한 호재 요인 제한,뚜렷한 악재 요인 제한,0,0,0,미장/산업재 영향은 아직 제한적입니다.,일부 반영,C등급/원인 확인 필요 · 중립 · 보통 · 일부 반영 · 뚜렷한 방향성 키워드 부족,관망,C,특별 매크로/정책 항목 없음,C,원인 확인 필요,0,0,매우 낮음,미장/산업재: 선행성 낮음 · 원인 뉴스 추가 확인 필요,2026-06-17,955.92,973.1151,941.39,당일 고정
Goldman Sachs,GS,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,대기,,AI 관망,34,지금은 확실한 우위가 부족합니다.,미장/증권,👍 관심,👀 관찰,조건 일부 충족,62,71.0,61.0,0.0,0.0,4.0,6.0,9.0,False,True,중립장,5.0,1099.14,1099.14,fast_quote,calculated,0.0,0.78,0.71,0.77,0.82,False,1995832727.0,64.1,True,3.36,일반 모멘텀,"추세 상승, 20일 고점 돌파, RSI 건강 구간, MACD 상승, 건전한 갭 상승, 뉴스 키워드: 보통 호재: 투자 / 악재: 하락","뉴스 리스크: 보통 호재: 투자 / 악재: 하락, 매수 확인 부족: 거래량 0.77x / 거래대금 0.82x",수급 확인 불가,no_code,0.0,0.0,보통 호재: 투자 / 악재: 하락,google_news,"악재 뉴스: 연간 69% 급등한 골드만삭스(GS) 주가, 여전히 매수 가치가 있을까 - simplywall.st (2026-06-12)",medium,"연간 69% 급등한 골드만삭스(GS) 주가, 여전히 매수 가치가 있을까 - simplywall.st (2026-06-12) | Goldman Sachs Group Inc (GS) 주식 마감했습니다 하락 3.04%에 6월10일: 투자자가 알아야 할 정보 (2026-06-11)","yahoo_daily, fast_quote, news:google_news, flow:no_code",0.0,0.0,중립,2026-06-17 22:05:20 PDT,61,"관망 · 추격 부담 낮음 · 보통 호재: 투자 / 악재: 하락 악재 뉴스: 연간 69% 급등한 골드만삭스(GS) 주가, 여전히 매수 가치가 있을까 - si · 놓친 상승 복기: 이전 놓친 상승 패턴 1회",선행 신호 대기,놓침 위험 낮음,시장 방어장 · 신규 매수는 작게,급변 신호 없음,"증권 흐름 · 평균 +3.08% · 거래량 1.3배 · 대표 Robinhood, Goldman Sachs, Morgan Stanley",방어장 · 평균 -0.56% · 하락비중 64% · 현금 비중 높게,수급 확인 불가,대표 테마 연결 대기,"기준 현재가 1,099 · 손절 참고 1,062 · 1차 익절 참고 1,145","최대 호재: 거래대금 증가, 금리 인하, IB 회복, 자사주 / 최대 악재: 부동산PF 손실, 충당금, 순매도, IB 부진","호재 영향 예상: +2.0~+3.2% (1,110.61 USD 부근까지 시도) · 이탈 기준 1,054.65 USD · 최초예측 고정 1,076 기준",중립,0,45,결과 뉴스 - 원인 확인 필요,결과 뉴스라 과거 사례 가중치 제외,가격 반응 확인 전까지 중립,중립 · 영향도 +0 · 신뢰도 45% · 근거: 결과 뉴스 - 원인 확인 필요 · 유사사례: 결과 뉴스라 과거 사례 가중치 제외,"보조금, 전력망, 양자컴퓨팅, 성장형 유증, 유증 목적 확인","보통 호재: 투자 / 악재: 하락 악재 뉴스: 연간 69% 급등한 골드만삭스(GS) 주가, 여전히 매수 가치가 있을까 - simplywall.st (2026-06-12) 연간 69% 급등한 골드만삭스(GS) 주가, 여전히 매수 가치가 있을까 - simplywall.st (2026-06-12) | Goldman Sachs Group Inc (GS) 주식 마감했습니다 하락 3.04%에 6월10일: 투자자가 알아야 할 정보 (2026-06-11) · 최대 호재: 거래대금 증가, 금리 인하, IB 회복, 자사주 / 최대 악재: 부동산PF 손실, 충당금, 순매도, IB 부진",0,단기 (1일~1개월),보통,뚜렷한 호재 요인 제한,뚜렷한 악재 요인 제한,0,0,0,미장/증권 영향은 아직 제한적입니다.,이미 반영,C등급/결과 뉴스 · 중립 · 보통 · 이미 반영 · 결과 뉴스 - 원인 확인 필요,관망,C,특별 매크로/정책 항목 없음,C,결과 뉴스,0,0,매우 낮음,미장/증권: 결과 뉴스라 신규 진입 신호로 보지 않고 원인 뉴스/공시 재확인,2026-06-17,1099.14,1116.4449,1084.3676,당일 고정
