name,ticker,status,market,dividend_group,dividend_amount,dividend_annual_amount,dividend_yield_pct,last_dividend_date,next_dividend_estimate,dividend_frequency_days,dividend_summary,etf_nav,etf_premium_pct,etf_summary,etf_now_source_date,etf_now_signal,etf_now_return_pct,etf_now_buy_price,etf_now_buy_date,etf_now_summary,etf_holdings_source,etf_holdings_source_date,etf_holdings_count,etf_holdings_top,etf_holdings_weighted_move_pct,etf_holdings_summary,preopen_score,preopen_summary,intraday_1m_score,intraday_1m_trend,intraday_1m_summary,ai_label,ai_score,ai_reason,sector,label,action,action_reason,score,raw_score,technical_score,volume_score,flow_score,news_score,market_score,risk,overheated,chase_risk,market_regime,market_risk,price,daily_close,price_source,change_source,price_drift_pct,change_pct,gap_pct,volume_ratio,trade_value_ratio,liquidity_confirmed,trade_value,rsi,macd_bullish,atr_pct,patterns,reasons,risks,flow,flow_status,foreign_net,institution_net,news,news_source,news_one_line,news_strength,headlines,data_sources,sector_score,sector_risk,sector_summary,mobile_intel_generated_at,mobile_today_score,mobile_ai_explain,mobile_lead_signal,mobile_missed_signal,mobile_risk_signal,mobile_breaking_signal,mobile_sector_rotation,mobile_market_risk,mobile_capital_flow,mobile_theme_link,mobile_position_ai,mobile_sector_keywords,mobile_news_price_forecast,mobile_news_focus,mobile_trendline_anchor_date,mobile_trendline_anchor_price,mobile_trendline_up,mobile_trendline_down,mobile_trendline_status
넥스트칩,396270.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 -0.73%,12.0,양호,1분봉 양호 · 장중 +1.82% · 최근 +0.54%,AI 관망,0,지금은 확실한 우위가 부족합니다.,반도체/자율주행,보류,대기,매매 근거 부족,22,43.0,28.0,0.0,0.0,0.0,15.0,21.0,False,False,상승장,6.0,5590.0,5590.0,naver_realtime,naver_realtime_calculated,0.0,5.47,2.26,0.34,0.32,False,2014865190.0,54.2,False,13.38,일반 모멘텀,"RSI 건강 구간, 건전한 갭 상승, 1분봉 양호 · 장중 +1.82% · 최근 +0.54%","변동성 과다, 뉴스 호재 강도 약함, 매수 확인 부족: 거래량 0.34x / 거래대금 0.32x",수급 수집 실패,unavailable,0.0,0.0,약한 호재: 상승,google_news,호재 뉴스: [오프로]26.05.11 상한가 및 상승종목 (2026-05-11),weak,[오프로]26.05.11 상한가 및 상승종목 (2026-05-11) | [생생한 주식쇼 생쇼] 반도체 독주 속 소외된 진주 '증권주'와 후발 섹터 공략 (2026-05-11),"naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,43,관망 · 추격 부담 높음 · 호재 뉴스: [오프로]26.05.11 상한가 및 상승종목 (2026-05-11),"조용한 자금 후보 · ok · 점수 18 · 10만원 이하(5,590원) / 초기 RSI 54.2 / 뉴스 트리거 투자, 승인, 실적",놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"반도체/자율주행 흐름 · 평균 +5.95% · 거래량 0.5배 · 대표 텔레칩스, 넥스트칩",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,AI/반도체 → 전력 → 냉각 → 데이터센터 → 광통신,"기준 현재가 5,590 · 손절 참고 4,919 · 1차 익절 참고 6,428","최대 호재: HBM 수주, 엔비디아 공급, 장비 발주, 수율 개선 / 최대 악재: 어닝 쇼크, 컨센서스 하회, 수출 통제, 재고 급증","호재 영향 예상: +5.0~+9.0% (6,093원 부근까지 시도) · 이탈 기준 5,288원","호재 뉴스: [오프로]26.05.11 상한가 및 상승종목 (2026-05-11) · 최대 호재: HBM 수주, 엔비디아 공급, 장비 발주, 수율 개선 / 최대 악재: 어닝 쇼크, 컨센서스 하회, 수출 통제, 재고 급증",2026-05-23,5590.0,5883.475,5310.5,당일 고정
SNT다이내믹스,003570.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,10.0,본장 전/초반 1시간 강세 · 초반 +2.95% · 오늘 우호적,24.0,강함,1분봉 강함 · 장중 +4.26% · 최근 +0.21% · 거래 1.8배,AI 관망,8,지금은 확실한 우위가 부족합니다.,방산,보류,대기,매매 근거 부족,22,43.0,18.0,0.0,0.0,0.0,25.0,21.0,False,False,상승장,6.0,47700.0,47700.0,naver_realtime,naver_realtime_calculated,0.0,5.18,0.44,1.05,0.93,True,6060141900.0,22.9,False,7.26,본장 전/초반 강세,"건전한 갭 상승, 1분봉 강함 · 장중 +4.26% · 최근 +0.21% · 거래 1.8배, 본장 전/초반 1시간 강세 · 초반 +2.95% · 오늘 우호적",변동성 과다,수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,관련 뉴스: [Who Is ?] 박재석 SNT다이내믹스 대표이사 사장 (2026-05-20),none,"[Who Is ?] 박재석 SNT다이내믹스 대표이사 사장 (2026-05-20) | SNT다이내믹스, 2026년 1분기 분기보고서 제출...자기주식 25.1% 보유 By Investing.com - Investing.com 한국어 (2026-05-12)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,34,관망 · 추격 부담 높음 · 관련 뉴스: [Who Is ?] 박재석 SNT다이내믹스 대표이사 사장 (2026-05-20) · 놓친 상승 복기: 이전 놓친 상승 패턴 1회,추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"방산 흐름 · 평균 +5.11% · 거래량 0.8배 · 대표 SNT다이내믹스, 한화에어로스페이스, 아이쓰리시스템",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 47,700 · 손절 참고 44,237 · 1차 익절 참고 52,029","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: [Who Is ?] 박재석 SNT다이내믹스 대표이사 사장 (2026-05-20) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,47700.0,49336.7778,46314.792,당일 고정
제주항공,089590.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +1.79%,16.0,강함,1분봉 강함 · 장중 +1.19% · 최근 +0.59% · 거래 0.3배,AI 관망,13,지금은 확실한 우위가 부족합니다.,항공,보류,대기,매매 근거 부족,22,40.0,18.0,0.0,0.0,7.0,15.0,18.0,False,False,상승장,6.0,5090.0,5090.0,naver_realtime,naver_realtime_calculated,0.0,2.41,1.21,0.76,0.75,False,1343322260.0,43.1,False,4.2,일반 모멘텀,"건전한 갭 상승, 뉴스 키워드: 보통 호재: 실적 / 약한 호재: 돌파 / 악재: 매각, 1분봉 강함 · 장중 +1.19% · 최근 +0.59% · 거래 0.3배","뉴스 리스크: 보통 호재: 실적 / 약한 호재: 돌파 / 악재: 매각, 매수 확인 부족: 거래량 0.76x / 거래대금 0.75x",수급 수집 실패,unavailable,0.0,0.0,보통 호재: 실적 / 약한 호재: 돌파 / 악재: 매각,google_news,악재 뉴스: 실적 회복세 올라탄 제주항공…자산 매각 나선 이유는 (2026-05-22),medium,"실적 회복세 올라탄 제주항공…자산 매각 나선 이유는 (2026-05-22) | 제주항공, 제로베이스원 래핑 여객기 띄운다 (2026-05-19)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,41,관망 · 추격 부담 낮음 · 악재 뉴스: 실적 회복세 올라탄 제주항공…자산 매각 나선 이유는 (2026-05-22),선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"항공 흐름 · 평균 +2.39% · 거래량 0.8배 · 대표 대한항공, 티웨이항공, 아시아나항공",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,우주항공 → 위성 → 통신장비 → 소재,"기준 현재가 5,090 · 손절 참고 4,876 · 1차 익절 참고 5,357","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","악재 영향 예상: -3.0~-5.0% (4,838원 부근까지 경계) · 회복 기준 5,192원 돌파","악재 뉴스: 실적 회복세 올라탄 제주항공…자산 매각 나선 이유는 (2026-05-22) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,5090.0,5183.2895,5004.488,당일 고정
HJ중공업,097230.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +1.11%,10.0,양호,1분봉 양호 · 장중 +0.22% · 최근 -0.22%,AI 관망,14,지금은 확실한 우위가 부족합니다.,조선/건설,보류,대기,매매 근거 부족,22,43.0,16.0,0.0,0.0,12.0,15.0,21.0,False,False,상승장,6.0,22550.0,22550.0,naver_realtime,naver_realtime_calculated,0.0,2.27,2.27,0.36,0.29,False,15709209450.0,20.0,False,7.14,일반 모멘텀,"건전한 갭 상승, 뉴스 키워드: 강한 호재: 수주 / 보통 호재: 투자, 1분봉 양호 · 장중 +0.22% · 최근 -0.22%","변동성 과다, 매수 확인 부족: 거래량 0.36x / 거래대금 0.29x",수급 수집 실패,unavailable,0.0,0.0,강한 호재: 수주 / 보통 호재: 투자,google_news,호재 뉴스: 5월 20일 주식시장 주요공시 - catchnews.kr (2026-05-23),strong,"5월 20일 주식시장 주요공시 - catchnews.kr (2026-05-23) | HJ중공업, 경영정상화 수순…재무건전성 제고 과제 (2026-05-22)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",,,섹터 확인 부족,2026-05-23 20:24:39 PDT,42,관망 · 추격 부담 낮음 · 호재 뉴스: 5월 20일 주식시장 주요공시 - catchnews.kr (2026-05-23),선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,조선/건설 흐름 · 평균 +2.27% · 거래량 0.4배 · 대표 HJ중공업,공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,건설 → 건자재 → 철근/시멘트 → 리츠,"기준 현재가 22,550 · 손절 참고 20,940 · 1차 익절 참고 24,563","최대 호재: LNG선 수주, 선가 상승, 흑자 전환, 해양플랜트 수주 / 최대 악재: 인도 지연, 원가 상승, 노사 갈등, 수주 취소","호재 영향 예상: +4.6~+8.4% (24,434원 부근까지 시도) · 이탈 기준 21,825원","호재 뉴스: 5월 20일 주식시장 주요공시 - catchnews.kr (2026-05-23) · 최대 호재: LNG선 수주, 선가 상승, 흑자 전환, 해양플랜트 수주 / 최대 악재: 인도 지연, 원가 상승, 노사 갈등, 수주 취소",2026-05-23,22550.0,23259.1073,21905.972,당일 고정
Barrick Gold,GOLD,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,,0.0,대기,,AI 관망,20,지금은 확실한 우위가 부족합니다.,미장/금,보류,🚫 제외,리스크 과다,21,48.0,26.0,0.0,0.0,7.0,15.0,27.0,False,False,상승장,6.0,43.4,43.4,fast_quote,calculated,0.0,3.88,0.07,0.93,0.95,True,24703280.0,53.4,True,4.92,일반 모멘텀,"RSI 건강 구간, MACD 상승, 건전한 갭 상승, 뉴스 키워드: 보통 호재: 실적 / 약한 호재: 상승 / 악재: 매각","거래대금 부족, 뉴스 리스크: 보통 호재: 실적 / 약한 호재: 상승 / 악재: 매각, 리스크 27 이상으로 신규 관심 제외",수급 확인 불가,no_code,0.0,0.0,보통 호재: 실적 / 약한 호재: 상승 / 악재: 매각,google_news,"악재 뉴스: 골드닷컴 CEO 그레고리 N. 로버츠, 회사 주식 166만 달러 매각 - Investing.com 한국어 (2026-05-16)",medium,"골드닷컴 CEO 그레고리 N. 로버츠, 회사 주식 166만 달러 매각 - Investing.com 한국어 (2026-05-16) | Barrick Mining Posts 67% Revenue Jump as Gold Price Leverage Hits Full Stride - TIKR.com (2026-05-13)","yahoo_daily, fast_quote, news:google_news, flow:no_code",0.0,0.0,중립,2026-05-23 20:24:39 PDT,21,"관망 · 악재 뉴스: 골드닷컴 CEO 그레고리 N. 로버츠, 회사 주식 166만 달러 매각 - Investing.com 한국어 (202",선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"금 흐름 · 평균 +1.62% · 거래량 0.8배 · 대표 Barrick Gold, Newmont",공격장 · 평균 +1.58% · 하락비중 35% · 관심 종목 압축,수급 확인 불가,대표 테마 연결 대기,기준 현재가 43 · 손절 참고 41 · 1차 익절 참고 46,"최대 호재: 금리 수혜, 주주환원, 배당 확대, 자사주 / 최대 악재: PF 손실, 충당금, 연체율, 규제",악재 영향 예상: -3.4~-6.2% (40.69 USD 부근까지 경계) · 회복 기준 44.36 USD 돌파,"악재 뉴스: 골드닷컴 CEO 그레고리 N. 로버츠, 회사 주식 166만 달러 매각 - Investing.com 한국어 (2026-05-16) · 최대 호재: 금리 수혜, 주주환원, 배당 확대, 자사주 / 최대 악재: PF 손실, 충당금, 연체율, 규제",2026-05-23,43.4,44.4956,42.5459,당일 고정
Taiwan Semi,TSM,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,,0.0,대기,,AI 관망,9,지금은 확실한 우위가 부족합니다.,미장/파운드리,보류,대기,매매 근거 부족,21,31.0,16.0,0.0,0.0,0.0,15.0,10.0,False,False,상승장,6.0,404.52,404.52,fast_quote,calculated,0.0,-0.65,0.56,0.53,0.53,False,2870676102.0,51.2,False,3.77,일반 모멘텀,"RSI 건강 구간, 건전한 갭 상승","뉴스 리스크: 악재: 하락, 매수 확인 부족: 거래량 0.53x / 거래대금 0.53x",수급 확인 불가,no_code,0.0,0.0,악재: 하락,google_news,악재 뉴스: Taiwan Semiconductor Manufacturing Co Ltd (TSM) 주식 움직였습니다 하락 3.12%에 5월18일: 변동을 뒷받침… (2026-05-19),none,"Taiwan Semiconductor Manufacturing Co Ltd (TSM) 주식 움직였습니다 하락 3.12%에 5월18일: 변동을 뒷받침하는 사실 (2026-05-19) | TSMC, 뱅가드 인터내셔널 세미컨덕터 지분 축소 - Investing.com 한국어 (2026-05-15)","yahoo_daily, fast_quote, news:google_news, flow:no_code",,,섹터 확인 부족,2026-05-23 20:24:39 PDT,7,관망 · 추격 부담 낮음 · 악재 뉴스: Taiwan Semiconductor Manufacturing Co Ltd (TSM) 주식 움직였습니다 하락 3.,선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,파운드리 흐름 · 평균 -0.65% · 거래량 0.5배 · 대표 Taiwan Semi,공격장 · 평균 +1.58% · 하락비중 35% · 관심 종목 압축,수급 확인 불가,대표 테마 연결 대기,기준 현재가 405 · 손절 참고 389 · 1차 익절 참고 424,"최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",악재 영향 예상: -3.0~-4.5% (386.32 USD 부근까지 경계) · 회복 기준 412.61 USD 돌파,"악재 뉴스: Taiwan Semiconductor Manufacturing Co Ltd (TSM) 주식 움직였습니다 하락 3.12%에 5월18일: 변동을 뒷받침… (2026-05-19) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,404.52,411.3827,398.2095,당일 고정
Caterpillar,CAT,ok,미장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,,0.0,대기,,AI 관망,13,지금은 확실한 우위가 부족합니다.,미장/산업재,보류,대기,매매 근거 부족,21,31.0,16.0,0.0,0.0,0.0,15.0,10.0,False,False,상승장,6.0,879.89,879.89,fast_quote,calculated,0.0,1.61,1.39,0.77,0.77,False,1748869393.0,51.0,False,3.33,일반 모멘텀,"RSI 건강 구간, 건전한 갭 상승","뉴스 리스크: 악재: 하락, 매수 확인 부족: 거래량 0.77x / 거래대금 0.77x",수급 확인 불가,no_code,0.0,0.0,악재: 하락,google_news,악재 뉴스: 캐터필러(NYSE:CAT) 최근 주가 급등 이후 175% 고평가 논란 속 적정 가치 재점검 - simplywall.st (2026-05-24),none,캐터필러(NYSE:CAT) 최근 주가 급등 이후 175% 고평가 논란 속 적정 가치 재점검 - simplywall.st (2026-05-24) | 오늘 거래에서 매수세가 Caterpillar 주가를 끌어올리고 있습니다. (2026-05-22),"yahoo_daily, fast_quote, news:google_news, flow:no_code",0.0,0.0,중립,2026-05-23 20:24:39 PDT,27,관망 · 추격 부담 낮음 · 악재 뉴스: 캐터필러(NYSE:CAT) 최근 주가 급등 이후 175% 고평가 논란 속 적정 가치 재점검 - simplywall,선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"산업재 흐름 · 평균 +1.51% · 거래량 1.0배 · 대표 Honeywell, 3M, Caterpillar",공격장 · 평균 +1.58% · 하락비중 35% · 관심 종목 압축,수급 확인 불가,대표 테마 연결 대기,기준 현재가 880 · 손절 참고 851 · 1차 익절 참고 917,"최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",악재 영향 예상: -3.0~-4.5% (840.29 USD 부근까지 경계) · 회복 기준 897.49 USD 돌파,"악재 뉴스: 캐터필러(NYSE:CAT) 최근 주가 급등 이후 175% 고평가 논란 속 적정 가치 재점검 - simplywall.st (2026-05-24) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,879.89,894.2084,868.1699,당일 고정
KH바텍,060720.KQ,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +1.11%,16.0,강함,1분봉 강함 · 장중 +6.36% · 최근 +0.75% · 거래 1.2배,AI 관망,3,이미 많이 오른 구간이라 신규 매수보다 눌림 확인이 우선입니다.,전자부품,보류,대기,매매 근거 부족,21,37.0,18.0,0.0,0.0,4.0,15.0,16.0,False,True,상승장,6.0,13380.0,13380.0,naver_realtime,naver_realtime_calculated,0.0,7.04,0.16,1.13,1.12,True,5634879960.0,43.2,False,5.85,일반 모멘텀,"건전한 갭 상승, 뉴스 키워드: 보통 호재: 투자, 1분봉 강함 · 장중 +6.36% · 최근 +0.75% · 거래 1.2배",당일 급등 후 추격 위험,수급 수집 실패,unavailable,0.0,0.0,보통 호재: 투자,google_news,호재 뉴스: 투자전략 (2026-05-20),medium,"투자전략 (2026-05-20) | KH바텍, 스마트폰 중심 포트폴리오가 자동차·로봇으로 전환…'매수'-대신 (2026-05-19)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,32,관망 · 추격 부담 높음 · 호재 뉴스: 투자전략 (2026-05-20) · 놓친 상승 복기: 이전 놓친 상승 패턴 4회 / KH바텍 개별 실패 복기 1회,추격 주의 · 이미 오른 구간이라 눌림 확인 우선,놓침 위험 낮음,위험 신호 보통,급변 감지 · 당일 +7.04%,"전자부품 흐름 · 평균 +6.86% · 거래량 1.1배 · 대표 비에이치, 삼성전기, KH바텍",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 13,380 · 손절 참고 12,597 · 1차 익절 참고 14,358","최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화","호재 영향 예상: +2.0~+3.2% (13,808원 부근까지 시도) · 이탈 기준 13,028원","호재 뉴스: 투자전략 (2026-05-20) · 최대 호재: 수주, 계약, 실적 개선, 정책 수혜 / 최대 악재: 실적 부진, 규제, 원가 상승, 수요 둔화",2026-05-23,13380.0,13774.1347,13066.908,당일 고정
우리금융지주,316140.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 +0.97%,24.0,강함,1분봉 강함 · 장중 +1.77% · 최근 +0.32% · 거래 1.6배,AI 관망,13,지금은 확실한 우위가 부족합니다.,금융,보류,대기,매매 근거 부족,21,33.0,18.0,0.0,0.0,0.0,15.0,12.0,False,False,상승장,6.0,31550.0,31550.0,naver_realtime,naver_realtime_calculated,0.0,3.78,2.47,0.64,0.62,False,51658581800.0,37.5,False,3.84,일반 모멘텀,"건전한 갭 상승, 1분봉 강함 · 장중 +1.77% · 최근 +0.32% · 거래 1.6배","뉴스 리스크: 악재: 소송, 매수 확인 부족: 거래량 0.64x / 거래대금 0.62x",수급 수집 실패,unavailable,0.0,0.0,악재: 소송,google_news,악재 뉴스: 동양도 ABL도 아닌 ‘우리’…생보 간판 셈법 복잡 - ntoday.co.kr (2026-05-23),none,동양도 ABL도 아닌 ‘우리’…생보 간판 셈법 복잡 - ntoday.co.kr (2026-05-23) | 우리금융-동양생명 주식교환 순항할까…'의무공개매수' 입법 변수 (2026-05-21),"naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,28,관망 · 악재 뉴스: 동양도 ABL도 아닌 ‘우리’…생보 간판 셈법 복잡 - ntoday.co.kr (2026-05-23),선행 신호 대기,놓침 위험 낮음,중대 리스크 · 악재 뉴스 우선 확인,급변 신호 없음,"금융 흐름 · 평균 +2.45% · 거래량 0.8배 · 대표 KB금융, 메리츠금융지주, 신한지주",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,대표 테마 연결 대기,"기준 현재가 31,550 · 손절 참고 30,338 · 1차 익절 참고 33,064","최대 호재: 금리 수혜, 주주환원, 배당 확대, 자사주 / 최대 악재: PF 손실, 충당금, 연체율, 규제","악재 영향 예상: -3.0~-4.5% (30,130원 부근까지 경계) · 회복 기준 32,181원 돌파","악재 뉴스: 동양도 ABL도 아닌 ‘우리’…생보 간판 셈법 복잡 - ntoday.co.kr (2026-05-23) · 최대 호재: 금리 수혜, 주주환원, 배당 확대, 자사주 / 최대 악재: PF 손실, 충당금, 연체율, 규제",2026-05-23,31550.0,32111.7162,31065.392,당일 고정
한전KPS,051600.KS,ok,국장,해당 없음,0.0,0.0,0.0,,,0,해당 없음,0.0,0.0,,,,0.0,0.0,,,,,0,,0.0,,0.0,본장 전/초반 1시간 중립 · 초반 -0.90%,6.0,양호,1분봉 양호 · 장중 -1.80% · 최근 +0.18%,AI 관망,13,지금은 확실한 우위가 부족합니다.,전력에너지,보류,대기,매매 근거 부족,21,27.0,12.0,0.0,0.0,0.0,15.0,6.0,False,False,상승장,6.0,54600.0,54600.0,naver_realtime,naver_realtime_calculated,0.0,0.92,2.77,0.61,0.57,False,7140478800.0,23.6,False,4.13,일반 모멘텀,"건전한 갭 상승, 1분봉 양호 · 장중 -1.80% · 최근 +0.18%",매수 확인 부족: 거래량 0.61x / 거래대금 0.57x,수급 수집 실패,unavailable,0.0,0.0,뉴스 중립,google_news,"관련 뉴스: 나주시, 한전KPS와 취약계층 400가구 생활안전 지원 (2026-05-22)",none,"나주시, 한전KPS와 취약계층 400가구 생활안전 지원 (2026-05-22) | [오늘의 IR] 현대백화점ㆍ더존비즈온ㆍHLB이노베이션 등 (2026-05-22)","naver_daily, naver_realtime, news:google_news, flow:unavailable, intraday_1m",0.0,0.0,중립,2026-05-23 20:24:39 PDT,32,"관망 · 추격 부담 낮음 · 관련 뉴스: 나주시, 한전KPS와 취약계층 400가구 생활안전 지원 (2026-05-22)",선행 신호 대기,놓침 위험 낮음,위험 신호 보통,급변 신호 없음,"전력에너지 흐름 · 평균 +1.03% · 거래량 0.6배 · 대표 지역난방공사, 한전KPS, 한국가스공사",공격장 · 평균 +3.32% · 하락비중 12% · 관심 종목 압축,수급 수집 실패,전력 → 전선 → 구리 → 원전/데이터센터,"기준 현재가 54,600 · 손절 참고 52,345 · 1차 익절 참고 57,419","최대 호재: 전력망 투자, 변압기 수주, 데이터센터 전력, 송전망 증설 / 최대 악재: 정책 지연, 원가 상승, 납기 지연, 안전사고",뉴스 영향 예상: 방향성 약함 · 가격/거래량 확인 우선,"관련 뉴스: 나주시, 한전KPS와 취약계층 400가구 생활안전 지원 (2026-05-22) · 최대 호재: 전력망 투자, 변압기 수주, 데이터센터 전력, 송전망 증설 / 최대 악재: 정책 지연, 원가 상승, 납기 지연, 안전사고",2026-05-23,54600.0,55654.9266,53698.008,당일 고정
